id,name,product_priority,delivery_rank,decision,workstream_title,remaining,native,python,ui,priority_reason
addpower.down sample Z,down sample Z,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.down sample time,down sample time,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.enabled,enabled,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.frequency center,frequency center,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.frequency points,frequency points,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.frequency span,frequency span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.maximum frequency,maximum frequency,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.maximum wavelength,maximum wavelength,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.min sampling per cycle,min sampling per cycle,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.minimum frequency,minimum frequency,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.minimum wavelength,minimum wavelength,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.monitor type,monitor type,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.name,name,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Ex,output Ex,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Ey,output Ey,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Ez,output Ez,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Hx,output Hx,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Hy,output Hy,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Hz,output Hz,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Px,output Px,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Py,output Py,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output Pz,output Pz,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.output power,output power,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.override advanced global monitor settings,override advanced global monitor settings,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.override global monitor settings,override global monitor settings,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.partial spectral average,partial spectral average,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.record data in pml,record data in pml,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.sample spacing,sample spacing,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.simulation type,simulation type,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.spatial interpolation,spatial interpolation,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.standard fourier transform,standard fourier transform,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.total spectral average,total spectral average,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.type,type,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.use relative coordinates,use relative coordinates,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.use source limits,use source limits,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.use wavelength spacing,use wavelength spacing,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.wavelength center,wavelength center,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.wavelength span,wavelength span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.x,x,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.x max,x max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.x min,x min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.x span,x span,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.y,y,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.y max,y max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.y min,y min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.y span,y span,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.z,z,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.z max,z max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.z min,z min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addpower.z span,z span,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.Nyquist limit,Nyquist limit,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.actual sampling,actual sampling,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.apodization,apodization,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.apodization center,apodization center,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.apodization freq width,apodization freq width,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.apodization time width,apodization time width,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.custom frequency samples,custom frequency samples,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.delta,delta,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.desired sampling,desired sampling,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.down sample X,down sample X,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.down sample Y,down sample Y,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.down sample Z,down sample Z,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.down sample time,down sample time,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.enabled,enabled,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.frequency center,frequency center,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.frequency points,frequency points,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.frequency span,frequency span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.maximum frequency,maximum frequency,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.maximum wavelength,maximum wavelength,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.min sampling per cycle,min sampling per cycle,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.minimum frequency,minimum frequency,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.minimum wavelength,minimum wavelength,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.monitor type,monitor type,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.name,name,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Ex,output Ex,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Ey,output Ey,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Ez,output Ez,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Hx,output Hx,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Hy,output Hy,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Hz,output Hz,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Px,output Px,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Py,output Py,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output Pz,output Pz,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.output power,output power,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.override advanced global monitor settings,override advanced global monitor settings,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.override global monitor settings,override global monitor settings,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.partial spectral average,partial spectral average,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.record data in pml,record data in pml,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.sample spacing,sample spacing,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.simulation type,simulation type,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.spatial interpolation,spatial interpolation,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.standard fourier transform,standard fourier transform,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.total spectral average,total spectral average,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.type,type,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.use relative coordinates,use relative coordinates,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.use source limits,use source limits,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.use wavelength spacing,use wavelength spacing,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.wavelength center,wavelength center,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.wavelength span,wavelength span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.x,x,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.x max,x max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.x min,x min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.x span,x span,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.y,y,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.y max,y max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.y min,y min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.y span,y span,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.z,z,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.z max,z max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.z min,z min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addprofile.z span,z span,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.down sample X,down sample X,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.down sample Y,down sample Y,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.down sample Z,down sample Z,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.down sample time,down sample time,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.enabled,enabled,P1,10,required,관측량·주파수 공간장,False,implemented,implemented,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.min sampling per cycle,min sampling per cycle,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.monitor type,monitor type,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.name,name,P1,10,required,관측량·주파수 공간장,False,implemented,implemented,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.number of snapshots,number of snapshots,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Ex,output Ex,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Ey,output Ey,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Ez,output Ez,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Hx,output Hx,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Hy,output Hy,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Hz,output Hz,P1,10,required,관측량·주파수 공간장,True,partial,partial,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Px,output Px,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Py,output Py,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output Pz,output Pz,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.output power,output power,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.plugin material,plugin material,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.record data in pml,record data in pml,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.sampling rate,sampling rate,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.simulation type,simulation type,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.spatial interpolation,spatial interpolation,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.start time,start time,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.stop method,stop method,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.stop time,stop time,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.type,type,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.use relative coordinates,use relative coordinates,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.x,x,P1,10,required,관측량·주파수 공간장,False,implemented,implemented,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.x max,x max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.x min,x min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.x span,x span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.y,y,P1,10,required,관측량·주파수 공간장,False,implemented,implemented,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.y max,y max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.y min,y min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.y span,y span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.z,z,P1,10,required,관측량·주파수 공간장,False,implemented,implemented,implemented,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.z max,z max,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.z min,z min,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
addtime.z span,z span,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
analysis.absorption,국소 흡수·charge/current,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
analysis.cross_sections,산란·흡수 cross-section,P1,10,required,관측량·주파수 공간장,True,missing,missing,missing,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
analysis.diffraction,회절 차수·grating projection,P1,10,required,관측량·주파수 공간장,True,partial,partial,partial,전송·흡수·회절·방사와 성분 선택은 장 그림을 물리적 설계 지표로 바꾼다.
